Codigo,NOMBRE,GRUPO,NUM_GRUPO,AGUA(%),Energia(kcal),Proteina(g),Grasa_Total(g),HDC(g),Fibra_Dietetica(g),Ceniza(g),Calcio(mg),Fosforo(mg),Hierro(mg),Tiamina(mg),Riboflabina(g),Niacina(g),Vita_C(mg),Vita_A_EQ_Retinol(mcg),A_G_mono(g),A_G_Poli(g),A_G_Saturados(g),Colesterol(mg),Potasio(mg),Sodio(mg),Zinc(mg),Magnesio(mg),Vita_B6,Bita_B12,Acido_Folico(mcg),Folato_Eq_FD(mcg),Aprovecha(%)
19061,"COMIDA-BEBE, PURE PROCESADO, FRUTA,  MANGO P2",Comidas infantiles,19,77.7,80,0.3,0.2,21.6,1,0.44,4,6,0.1,0.02,0.03,0.25,124,165,0.07,0.04,0.05,0,59,4,0.06,4,0.12,0,0,12,1
19062,"COMIDA-BEBE, PURE PROCESADO, FRUTA,  MANZANA Y PIÐA P2",Comidas infantiles,19,89.5,37,0.1,0.1,10.1,1.5,0.2,4,6,0.1,0.02,0.03,0.08,28,0,0.01,0.03,0.01,0,78,2,0.02,3,0.04,0,0,2,1
19063,"COMIDA-BEBE, PURE PROCESADO, FRUTA, ALBARICOQUE P2",Comidas infantiles,19,83.1,60,0.3,0,16.3,1.5,0.3,9,10,0.3,0.01,0.01,0.19,22,36,0,0,0,0,121,8,0.05,4,0.03,0,0,2,1
19064,"COMIDA-BEBE, PURE PROCESADO, FRUTA, BANANO Y PIÐA P2",Comidas infantiles,19,81.7,65,0.2,0,17.8,1.6,0.53,7,5,0.23,0.02,0.02,0.17,19,3,0,0.06,0,0,68,6,0.04,6,0.08,0,0,18,1
19065,"COMIDA-BEBE, PURE PROCESADO, FRUTA, BANANO, P1",Comidas infantiles,19,81.5,67,0.4,0.2,17.8,1.6,0.2,8,9,0.3,0.01,0.02,0.22,26,2,0.02,0.04,0.08,0,108,9,0.07,12,0.14,0,0,6,1
19066,"COMIDA-BEBE, PURE PROCESADO, FRUTA, CIRUELA P2",Comidas infantiles,19,80.3,69,0.6,0.1,18.5,2.7,0.5,15,15,0.35,0.02,0.08,0.52,1,23,0.07,0.02,0.01,0,177,5,0.09,10,0.08,0,0,1,1
19067,"COMIDA-BEBE, PURE PROCESADO, FRUTA, GUAYABA Y PAPAYA P2",Comidas infantiles,19,82.5,63,0.2,0.1,17,,0.2,7,6,0.2,0.01,0.02,0.26,81,9,,,,,74,4,0.06,5,0.01,0,0,2,1
19068,"COMIDA-BEBE, PURE PROCESADO, FRUTA, MANZANA, P1",Comidas infantiles,19,89.5,37,0,0,10.3,1.7,0.2,5,6,0.22,0.01,0.03,0.06,38,0,0,0,0,0,77,2,0.04,3,0.03,0,0,2,1
19069,"COMIDA-BEBE, PURE PROCESADO, FRUTA, MANZANA, P3",Comidas infantiles,19,87.5,51,0.2,0.1,12.1,0.9,0.13,10,13,0.2,0.01,0.02,0.08,31,2,0,0.03,0.02,0,50,13,0.04,6,0.05,0,0,1,1
19070,"COMIDA-BEBE, PURE PROCESADO, FRUTA, MELOCOTON, P3",Comidas infantiles,19,87.4,51,0.5,0.2,11.8,0.8,0.2,6,17,0.2,0.01,0.02,0.47,31,7,0.05,0.08,0.02,0,83,5,0.12,8,0.04,0,0,5,1
19071,"COMIDA-BEBE, PURE PROCESADO, FRUTA, PAPAYA Y MANZANA P2",Comidas infantiles,19,80.6,70,0.2,0.1,18.9,1.4,0.2,7,5,0.44,0.01,0.03,0.11,113,4,,,,,79,5,0.03,5,0.02,0,0,2,1
19072,"COMIDA-BEBE, PURE PROCESADO, FRUTA, PERAS, P1",Comidas infantiles,19,87.8,43,0.3,0.1,11.6,3.6,0.2,8,12,0.25,0.01,0.03,0.19,22,1,0.02,0.02,0.01,0,115,2,0.08,9,0.01,0,0,4,1
19073,"COMIDA-BEBE, PURE PROCESADO, FRUTA, PERAS, P3",Comidas infantiles,19,85.6,57,0.3,0.1,13.6,1.2,0.2,10,13,0.2,0.01,0.02,0.13,31,1,0.04,0.05,0.01,0,51,6,0.09,7,0.04,0,0,1,1
19074,"COMIDA-BEBE, PURE PROCESADO, FRUTAS MIXTAS C/YOGURT P2",Comidas infantiles,19,81.8,75,0.8,0.8,16.23,0.4,0.37,28,22,0.2,0.02,0.05,0.14,12,5,0.22,0.02,0.52,0,62,16,0.11,4,0.04,0,0,2,1
19075,"COMIDA-BEBE, PURE PROCESADO, POSTRE, FRUTAS, P2",Comidas infantiles,19,83.4,59,0.3,0,16,0.6,0.3,9,7,0.22,0.02,0.01,0.14,3,7,0,0,0,0,94,14,0.04,5,0.04,0,0,3,1
19076,"COMIDA-BEBE, PURE PROCESADO, POSTRE, MANZANA YOGURT,",Comidas infantiles,19,77.9,96,0.8,1.6,19.5,0.5,0.2,6,31,0,1.56,0.05,0,35,3,0.44,0.04,1.03,6,70,20,0.28,15,0.02,0.5,0,9,1
19077,"COMIDA-BEBE, PURE PROCESADO, POSTRE, MANZANA, P2",Comidas infantiles,19,79.5,75,0.2,0.4,19.74,1.4,0.16,5,3,0.2,0.01,0.01,0.05,21,2,0.08,0.01,0.19,0,33,16,0.01,2,0.01,0,0,1,1
19078,"COMIDA-BEBE, PURE PROCESADO, VERDURA,  AYOTE, P2",Comidas infantiles,19,92.7,24,0.8,0.2,5.6,2.1,0.6,24,15,0.3,0.01,0.06,0.35,8,101,0.01,0.08,0.04,0,179,2,0.14,12,0.06,0,0,15,1
19079,"COMIDA-BEBE, PURE PROCESADO, VERDURA,  AYOTE, P1",Comidas infantiles,19,92.8,24,0.8,0.2,5.6,2.1,0.6,24,16,0.35,0.01,0.06,0.38,8,101,0.01,0.08,0.04,0,185,1,0.08,12,0.07,0,0,15,1
19080,"COMIDA-BEBE, PURE PROCESADO, VERDURA, ZANAHORIA, P1",Comidas infantiles,19,91,32,0.8,0.2,7.2,1.7,0.7,23,20,0.39,0.02,0.04,0.5,6,591,0.01,0.09,0.04,0,202,49,0.18,11,0.08,0,0,17,1
19081,"FORMULA INFANTIL, ISOMIL CON HIERRO",Comidas infantiles,19,2.5,517,13.7,28.1,52.5,,3.4,532,380,7.8,0.49,0.46,5.3,53,600,,,,,578,243,6,41,0.3,2.3,100,,1
19082,"FORMULA INFANTIL, NAN 1",Comidas infantiles,19,3,509,9.5,27.7,57.9,,1.9,320,160,6.2,0.36,0.78,5.2,51,540,,,,,460,120,3.9,35,0.38,1.5,47,,1
19083,"FORMULA INFANTIL, NAN 2, BIFIDUS",Comidas infantiles,19,3,482,15.9,21.2,56.8,,3.1,550,395,8.2,0.72,1.2,13,48,580,,,,,650,205,5.8,43,0.96,0.9,140,,1
19084,"FORMULA INFANTIL, NAN SIN LACTOSA",Comidas infantiles,19,3,502,12.6,25,56.8,,2.6,420,245,3,0.35,0.75,5,50,530,,,,,600,170,4,50,0.38,1.5,45,,1
19085,"FORMULA INFANTIL, NAN SOYA",Comidas infantiles,19,3,502,14,25,55.3,,2.7,450,320,6,0.35,0.75,5,80,530,,,,,600,170,6,50,0.38,1.5,45,,1
19086,"FORMULA INFANTIL, NURSOY",Comidas infantiles,19,2,515,14,27,54,0.05,3,508,379,9.1,0.75,1.14,4.5,68,568,,,,,545,144,4.5,51,0.46,1.5,61,,1
19087,"FORMULA INFANTIL, PROMIL GOLD, ETAPA 2",Comidas infantiles,19,2,477,16,20,59,,4.4,821,464,7.1,0.71,1.07,3.5,64,536,,,,,714,250,3.6,61,0.43,1.4,57,,1
19088,"FORMULA INFANTIL, SIMILAC ADVANCE 1, CON HIERRO",Comidas infantiles,19,2.3,526,10.9,28.9,55.5,,,410,221,9.5,0.52,0.79,5.5,47,473,,,,,552,126,3.94,32,0.32,1.31,79,,1
19089,"FORMULA INFANTIL, SIMILAC ADVANCE 1, SIN LACTOSA (LF)",Comidas infantiles,19,2,513,11,27.7,54.9,,3.1,433,273,9.11,0.49,0.34,5.3,42,456,,,,,547,152,3.8,31,0.31,1.14,76,,1
19090,"FORMULA INFANTIL, SIMILAC ADVANCE 1, BAJA EN HIERRO",Comidas infantiles,19,3.3,511,10.8,27,56.2,0,2.7,400,270,9.3,0.41,0.72,5.2,62,470,10.63,5.3,11.5,17,560,139,5.2,41,0.31,1.55,83,141,1
19091,"FORMULA INFANTIL, ENFAMIL PREMIUM 1, CON HIERRO (DHA Y ARA)",Comidas infantiles,19,3.3,511,10.8,27,56.2,0,2.7,400,270,9.3,0.41,0.72,5.2,62,470,10.63,5.3,11.5,17,560,139,5.2,41,0.31,1.55,83,141,1
19092,"FORMULA INFANTIL, ENFAMIL PREMIUM 1, CON HIERRO",Comidas infantiles,19,3.3,520,10.8,27,56.2,0,2.7,400,270,9.3,0.41,0.72,5.2,62,470,10.3,5.2,11.5,17,560,139,5.2,41,0.31,1.55,83,141,1
19093,"FORMULA INFANTIL, ENFAMIL PREMIUM 1 SOYA, CON HIERRO",Comidas infantiles,19,3,510,12.5,27,54.3,0,3.2,530,420,9,0.4,0.45,5,60,450,10.32,5.2,11.5,0,600,180,6,55,0.3,1.5,80,136,1
19094,"FORMULA INFANTIL, ENFAMIL PREMIUM 1 SOYA, CON HIERRO (DHA Y ARA)",Comidas infantiles,19,3,480,15.6,21,57.1,0,3.3,920,620,9.5,0.38,0.43,4.7,57,430,7.8,4.2,8.9,0,570,171,6,52,0.28,1.42,76,129,1
19095,"FORMULA INFANTIL, ENFAMIL PREMIUM 2 SOYA, CON HIERRO",Comidas infantiles,19,3,480,15.6,21,57.1,0,3.3,920,620,9.5,0.38,0.43,4.7,57,430,7.8,4.2,8.9,0,570,171,5.7,52,0.28,1.42,76,129,1
19096,"FORMULA INFANTIL, ENFAMIL PREMIUM 2 SOYA, CON HIERRO (DHA Y ARA)",Comidas infantiles,19,3,470,15.6,25,53.1,0,3.3,920,620,9.5,0.38,0.43,4.7,57,430,7.8,4.2,8.9,0,570,171,5.7,52,0.28,1.42,76,129,1
19097,"FORMULA INFANTIL, ENFAMIL SIN LACTOSA, CON HIERRO",Comidas infantiles,19,2.2,521,10.9,28,56.3,0,2.6,430,290,9.4,0.42,0.13,5.2,62,470,10.4,5.5,11.9,8,580,156,5.2,42,0.31,1.56,83,141,1
19098,"FORMULA INFANTIL, ENFAMIL SIN LACTOSA, CON HIERRO (DHA Y ARA)",Comidas infantiles,19,2.2,521,10.9,28,56.3,0,2.6,430,290,9.4,0.42,0.73,5.2,62,470,10.4,5.5,11.9,7,570,156,5.2,42,0.31,1.56,83,141,1
20001,PASTA O SPREAD PARA SANDWICH,"Aderezos, salsas y sopas",20,40.8,389,0.9,34,22.4,0.4,2,14,26,0.2,0.01,0.02,0.01,0,22,7.4,20,5.1,76,35,1000,0.81,2,0.02,0.21,0,6,1
20002,"ADEREZO ENSALADA,  TIPO FRANCES, NO COMERCIAL","Aderezos, salsas y sopas",20,24.2,631,0.1,70.2,3.4,0,1.8,6,3,0.2,0.01,0.02,0.13,1,26,20.7,33.7,12.6,0,24,658,0,0,0,0,0,0,1
20003,"ADEREZO ENSALADA,  TIPO FRANCES S/SAL","Aderezos, salsas y sopas",20,36.56,459,0.77,44.81,15.58,0,2.29,24,19,0.8,0.02,0.05,0.19,0,23,8.43,21.03,5.65,0,67,0,0.29,5,0,0,0,0,1
20004,"ADEREZO ENSALADA,  TIPO ITALIANO S/SAL","Aderezos, salsas y sopas",20,56.4,292,0.38,28.37,10.43,0,4.42,7,9,0.63,0.01,0.02,0,0,2,6.32,12.94,4.47,67,48,30,0.13,3,0.06,0,0,0,1
20005,CALDO DE FRIJOL,"Aderezos, salsas y sopas",20,92.5,22,1.9,0.1,3.5,,2,12,15,0.1,0.14,0.04,0.58,0,,,,,,,,,,,,,,1
20006,"CALDO DE POLLO,  O GALLINA","Aderezos, salsas y sopas",20,89.1,89,0.2,9.8,0,,1.4,5,30,0.4,0.02,0.04,1.08,0,,,,,,,,,,,,,,1
20007,"CALDO DE POLLO,  CONDENSADO,  ENLATADO","Aderezos, salsas y sopas",20,91.96,31,4.42,1.04,0.75,0,1.83,6,60,0.41,0.01,0.05,2.23,0,0,0.47,0.22,0.31,1,170,626,0.2,2,0.02,0.2,0,4,1
20008,"CALDO DE RES,","Aderezos, salsas y sopas",20,92.4,40,1.2,2.4,3.3,,0.7,14,46,0.9,0.05,0.06,0.96,6,,,,,,,,,,,,,,1
20009,"CALDO DE RES,  CONDENSADO,  ENLATADO","Aderezos, salsas y sopas",20,92.6,24,4.37,0,1.44,0,1.59,7,26,0.43,0.02,0.02,0.58,1,0,,,0,0,125,520,0.3,0,0.02,0,0,2,1
20010,"CALDO DE POLLO,  DESHIDRATADO,  EN CUBITOS","Aderezos, salsas y sopas",20,2.5,198,14.6,4.7,23.5,0,54.7,190,191,1.87,0.19,0.38,3.9,1,0,1.95,1.63,1.25,13,374,24000,0.2,56,0.1,0.3,0,32,1
20011,"CALDO DE POLLO,  DESHIDRATADO,  EN POLVO","Aderezos, salsas y sopas",20,2.27,267,16.66,13.88,18.01,0,49.18,187,166,1.03,0.1,0.43,2.46,1,0,5.36,4.48,3.43,13,309,18586,0.09,56,0.1,0.3,0,32,1
20012,"CALDO DE RES,  DESHIDRATADO,  EN CUBITOS","Aderezos, salsas y sopas",20,3.3,170,17.3,4,16.1,0,59.3,60,225,2.23,0.2,0.24,3.3,0,0,1.67,0.16,1.99,4,403,24000,0.21,50,0.2,1,0,32,1
20013,"CALDO DE RES,  DESHIDRATADO,  EN POLVO","Aderezos, salsas y sopas",20,3.27,238,15.97,8.89,23.65,0,48.22,60,320,1,0.07,0.24,4.47,0,0,3.62,0.33,4.32,10,446,16982,0,51,0.2,1,0,32,1
20014,MOSTAZA COMERCIAL,"Aderezos, salsas y sopas",20,81.64,66,3.95,3.11,7.78,3.2,3.52,80,88,1.85,0.05,0.03,0.46,3,7,2.14,0.58,0.16,0,151,1120,0.6,38,0.07,0,0,8,1
20015,"SALSA ENVASADA,  BARBACOA","Aderezos, salsas y sopas",20,80.9,75,1.8,1.8,12.8,1.2,2.7,19,20,0.9,0.03,0.02,0.9,7,1,0.77,0.68,0.27,0,174,815,0.2,18,0.08,0,0,4,1
20016,"SALSA ENVASADA,  INGLESA","Aderezos, salsas y sopas",20,78.54,67,0,0,19.46,0,2,107,60,5.3,0.07,0.13,0.7,13,5,0,0,0,0,800,980,0.19,13,0,0,0,8,1
20017,"SALSA ENVASADA,  PICANTE","Aderezos, salsas y sopas",20,89.98,11,0.51,0.37,1.75,0.3,7.39,8,11,0.48,0.04,0.08,0.25,75,8,0.03,0.2,0.05,0,144,2643,0.11,5,0.16,0,0,6,1
20018,"SALSA ENVASADA,  TABASCO","Aderezos, salsas y sopas",20,95.17,12,1.29,0.76,0.8,0.6,1.98,12,23,1.16,0.03,0.08,0.18,5,82,0.06,0.4,0.11,0,128,633,0.16,12,0.15,0,0,1,1
20019,"SALSA PROCESADA,  TOMATE C/CEBOLLA","Aderezos, salsas y sopas",20,86.09,42,1.56,0.19,9.94,1.8,2.21,17,39,0.93,0.07,0.13,1.24,13,43,0.03,0.08,0.03,0,413,551,0.23,19,0.27,0,0,22,1
20020,"SALSA PROCESADA,  TOMATE C/HONGOS","Aderezos, salsas y sopas",20,87.97,35,1.45,0.13,8.43,1.5,2.02,13,32,0.89,0.07,0.11,1.26,12,48,0.01,0.05,0.02,0,380,452,0.21,19,0.13,0,0,9,1
20021,"SALSA PROCESADA,  TOMATE C/QUESO","Aderezos, salsas y sopas",20,83.43,59,2.13,1.93,10.24,2.2,2.27,37,54,0.87,0.08,0.12,1.21,10,49,0.38,0.82,0.63,3,356,543,0.36,19,0.02,,0,8,1
20022,"SALSA ENVASADA,  DE SOYA","Aderezos, salsas y sopas",20,66,60,10.51,0.1,5.57,0.8,17.82,20,130,2.38,0.06,0.15,3.95,0,0,0.02,0.04,0.01,0,212,5586,0.43,40,0.2,0,0,18,1
20023,"SOPA CONDENSADA,  ENLAT, CEBOLLA","Aderezos, salsas y sopas",20,86.35,46,3.06,1.42,6.68,0.7,2.49,22,9,0.55,0.03,0.02,0.49,1,3,0.61,0.53,0.21,0,56,860,0.5,2,0.04,0,0,12,1
20024,"SOPA CONDENSADA,  ENLAT, FRIJOLES CON CERDO","Aderezos, salsas y sopas",20,70.17,129,5.88,4.42,16.97,5.9,2.57,60,98,1.53,0.06,0.03,0.42,1,34,1.62,1.36,1.14,2,300,709,0.77,33,0.03,0.03,0,24,1
20025,"SOPA CONDENSADA,  ENLAT, MINESTRONE","Aderezos, salsas y sopas",20,82.95,68,3.48,2.05,9.17,0.8,2.35,28,46,0.75,0.04,0.04,0.77,1,85,0.56,0.91,0.44,1,255,744,0.6,6,0.08,0,16,40,1
20026,"SOPA CONDENSADA,  ENLAT, RES Y FIDEOS","Aderezos, salsas y sopas",20,84.42,67,3.85,2.46,7.16,0.6,2.12,12,37,0.88,0.05,0.05,0.85,0,11,0.99,0.39,0.91,4,79,759,1.23,5,0.03,0.16,12,23,1
20027,"SOPA CONDENSADA,  ENLAT, TOMATE","Aderezos, salsas y sopas",20,82.5,60,1.61,0.56,13.41,1.2,1.91,13,29,1.11,0.04,0.06,1.03,13,20,0.34,0.36,0.27,0,229,551,0.25,14,0.09,0,0,0,1
20028,"SOPA CONDENSADA,  ENLAT, VEGETALES Y RES","Aderezos, salsas y sopas",20,83.69,63,4.45,1.51,8.11,1.6,2.25,13,32,0.89,0.03,0.04,0.82,2,155,0.64,0.09,0.68,4,138,631,1.23,5,0.06,0.25,0,8,1
20029,"SOPA CREMA CONDENSADA,  ENLAT, CEBOLLA","Aderezos, salsas y sopas",20,81,88,2.2,4.2,10.4,0.4,2.2,27,30,0.5,0.04,0.06,0.4,1,28,1.67,1.16,1.17,12,98,760,0.12,5,0.02,0.04,0,6,1
20030,"SOPA CREMA CONDENSADA,  ENLAT, ESPARRAGOS","Aderezos, salsas y sopas",20,84.05,69,1.82,3.26,8.52,0.4,2.35,23,31,0.64,0.04,0.06,0.62,2,26,0.75,1.46,0.82,4,138,782,0.7,3,0.01,0.04,0,19,1
20031,"SOPA CREMA CONDENSADA,  ENLAT, HONGOS","Aderezos, salsas y sopas",20,83.85,85,1.61,5.89,6.72,0,1.93,12,26,1.11,0.04,0.05,0.42,0,8,1.11,1.43,1.38,0,62,645,0.2,4,0,0,0,2,1
20032,"SOPA CREMA CONDENSADA,  ENLAT, POLLO","Aderezos, salsas y sopas",20,82.75,89,2.38,5.77,7.16,0,1.95,14,31,1.06,0.01,0.05,0.39,0,43,2.05,1.05,1.6,8,49,655,0.29,4,0,0,0,2,1
20033,"SOPA CONDENSADA,  PREP, C/AGUA,  CEBOLLA","Aderezos, salsas y sopas",20,93.06,24,1.56,0.72,3.39,0.4,1.27,11,5,0.28,0.01,0.01,0.25,1,0,0.31,0.27,0.11,0,28,437,0.25,1,0.02,0,0,6,1
20034,"SOPA CONDENSADA,  PREP, C/AGUA,  FRIJOLES CON CERDO","Aderezos, salsas y sopas",20,84.16,68,3.12,2.35,9.01,3.4,1.36,32,52,0.81,0.04,0.01,0.22,1,18,0.86,0.72,0.6,1,159,376,0.41,18,0.02,0.02,0,13,1
20035,"SOPA CONDENSADA,  PREP, C/AGUA,  MINESTRONE","Aderezos, salsas y sopas",20,91.33,34,1.77,1.04,4.66,0.4,1.19,14,23,0.38,0.02,0.02,0.39,1,49,0.29,0.46,0.23,1,130,378,0.31,3,0.04,0,8,21,1
20036,"SOPA CONDENSADA,  PREP, C/AGUA,  RES Y FIDEOS","Aderezos, salsas y sopas",20,91.99,34,1.98,1.26,3.68,0.3,1.09,6,19,0.45,0.03,0.02,0.44,0,3,0.51,0.2,0.47,2,41,390,0.63,2,0.01,0.08,6,12,1
20037,"SOPA CONDENSADA,  PREP, C/AGUA,  TOMATE","Aderezos, salsas y sopas",20,90.36,35,0.84,0.79,6.8,0.2,1.21,5,14,0.72,0.04,0.02,0.58,27,10,0.18,0.39,0.15,0,108,285,0.1,3,0.05,0,0,6,1
20038,"SOPA CONDENSADA,  PREP, C/AGUA,  VEGETALES Y RES","Aderezos, salsas y sopas",20,91.61,32,2.29,0.78,4.17,0.2,1.16,7,17,0.46,0.01,0.02,0.42,1,39,0.33,0.05,0.35,2,71,324,0.63,2,0.03,0.13,0,4,1
20039,"SOPA CREMA CONDENSADA,  PREP, C/AGUA,  CEBOLLA","Aderezos, salsas y sopas",20,90.5,44,1.13,2.16,5.2,0.4,1.1,14,15,0.26,0.02,0.03,0.21,1,6,0.86,0.6,0.6,6,49,380,0.06,2,0.01,0.02,0,3,1
20040,"SOPA CREMA CONDENSADA,  PREP, C/AGUA,  ESPARRAGOS","Aderezos, salsas y sopas",20,91.8,35,0.94,1.68,4.38,0.2,1.21,12,16,0.33,0.02,0.03,0.32,1,15,0.39,0.76,0.43,2,71,402,0.36,2,0,0.02,0,9,1
20041,"SOPA CREMA CONDENSADA,  PREP, C/AGUA,  HONGOS","Aderezos, salsas y sopas",20,90.33,53,0.95,3.68,3.81,0.2,1.16,19,20,0.21,0.02,0.04,0.3,0,6,0.7,1.73,1,1,41,361,0.24,2,0.01,0.02,0,2,1
20042,"SOPA CREMA CONDENSADA,  PREP, C/AGUA,  POLLO","Aderezos, salsas y sopas",20,90.62,48,1.41,3.02,3.8,0.1,1.17,14,15,0.25,0.01,0.03,0.34,0,67,1.34,0.61,0.85,4,36,404,0.26,1,0.01,0.04,0,1,1
20043,"SOPA DESHIDRATADA,  CEBOLLA","Aderezos, salsas y sopas",20,3.79,303,7.48,5.09,60.32,6.6,23.31,143,211,4,0.28,0.27,1.47,22,0,0.79,0.21,0.3,5,721,8031,1.12,60,0.58,0,0,0,1
20044,"SOPA DESHIDRATADA,  COLA DE BUEY","Aderezos, salsas y sopas",20,4.8,377,15,13.6,47.9,0.9,18.7,60,320,1,0.1,0.2,4.5,0,15,5.69,0.54,6.77,15,450,6460,0,50,0.2,1,0,30,1
20045,"SOPA DESHIDRATADA,  HONGOS","Aderezos, salsas y sopas",20,3.06,441,10.18,22.34,51.18,3.5,13.2,306,354,2.5,1.29,0.51,2.3,5,9,10.32,7.15,3.78,2,915,4681,0.4,24,0.06,0.6,0,18,1
20046,"SOPA DESHIDRATADA,  MINESTRONE","Aderezos, salsas y sopas",20,4.8,358,20,7.8,53.6,3.6,13.8,168,276,4.5,0.3,0.2,4.6,5,66,3.32,0.45,3.68,8,1530,4620,3.6,36,0.5,0,80,215,1
20047,"SOPA DESHIDRATADA,  POLLO C/ARROZ","Aderezos, salsas y sopas",20,3.89,369,15.07,8.89,57.09,1.8,15.05,45,69,0.6,0.04,0.02,2.25,0,120,3.91,2.61,1.99,18,71,6048,0.8,0,0.1,0.5,0,3,1
20048,"SOPA DESHIDRATADA,  POLLO C/FIDEOS","Aderezos, salsas y sopas",20,4.94,377,15.42,6.51,62.32,3.2,10.8,55,195,2.44,0.57,0.38,4.88,0,8,2.26,1.39,1.95,74,306,3643,1.65,38,0.24,0.75,62,115,1
20049,"SOPA DESHIDRATADA,  POLLO C/VEGETALES","Aderezos, salsas y sopas",20,4.66,346,18.98,5.59,55.04,3,15.73,98,229,4.14,0.5,0.34,4.84,9,5,2.16,1.08,1.29,20,483,5698,1.47,151,0.63,0.7,0,28,1
20050,"SOPA DESHIDRATADA,  RES Y FIDEOS","Aderezos, salsas y sopas",20,4.97,330,17.93,6.39,48.64,2.7,22.06,48,320,2.68,0.99,0.49,5.57,4,103,2.71,1.33,2.07,13,656,8408,0.81,76,0.28,0.02,109,199,1
20051,"SOPA DESHIDRATADA,  TOMATE","Aderezos, salsas y sopas",20,3.92,360,8.63,8.35,68.3,1.9,10.81,190,234,1.49,0.22,0.17,2.75,16,146,3.13,0.82,3.81,3,1039,3319,0.74,51,0.34,0.3,0,24,1
20052,"SOPA DESHIDRATADA,  VEGETALES Y RES","Aderezos, salsas y sopas",20,4.64,344,18.91,7.2,51.74,1.8,17.5,84,236,5.51,0.19,0.23,2.98,9,77,3.01,0.29,3.59,8,483,6460,1.75,151,0.34,2,0,51,1
20053,"SOPA CREMA DESHIDRATADA,  ESPARRAGOS","Aderezos, salsas y sopas",20,4.8,366,13.75,10.8,55.75,2.4,14.9,137,185,3.8,0.2,0.3,3,5,503,4.64,4.06,1.61,1,824,4980,4.2,18,0.05,0.2,0,46,1
20054,"SOPA CREMA DESHIDRATADA,  POLLO","Aderezos, salsas y sopas",20,3.75,436,7.25,21.68,54.34,1.8,12.98,310,390,1.4,0.4,0.83,11,2,495,4.73,1.65,13.78,12,876,4820,6,24,0.22,1,0,22,1
20055,"SOPA CREMA DESHIDRATADA,  VEGETALES","Aderezos, salsas y sopas",20,2.9,446,8,24.1,52.1,3,12.9,134,228,2.6,5.18,0.45,2.2,17,600,10.73,6.29,6.03,2,408,4957,1.6,48,0.1,0.5,0,30,1
20056,"SOPA DESHIDRATADA,  PREP, C/AGUA, CEBOLLA","Aderezos, salsas y sopas",20,96.29,11,0.45,0.23,2.06,0.4,0.97,5,12,0.06,0.01,0.02,0.2,0,0,0.13,0.03,0.05,0,26,345,0.02,2,0,0,0,1,1
20057,"SOPA DESHIDRATADA,  PREP, C/AGUA, COLA DE BUEY","Aderezos, salsas y sopas",20,92.96,28,1.11,1.01,3.54,0.2,1.38,4,24,0.1,0.01,0.01,0.3,0,0,0.42,0.04,0.5,1,33,478,0,4,0.01,0.1,0,4,1
20058,"SOPA DESHIDRATADA,  PREP, C/AGUA, HONGOS","Aderezos, salsas y sopas",20,91.66,38,0.88,1.92,4.4,0.3,1.14,26,30,0.2,0.11,0.04,0.2,0,6,0.89,0.61,0.32,0,79,403,0.03,2,0.01,0.1,0,2,1
20059,"SOPA DESHIDRATADA,  PREP, C/AGUA, MINESTRONE","Aderezos, salsas y sopas",20,91.67,31,1.75,0.68,4.69,,1.21,15,24,0.4,0.03,0.02,0.4,0,6,0.29,0.04,0.32,1,134,404,0.3,3,0.04,0,7,19,1
20060,"SOPA DESHIDRATADA,  PREP, C/AGUA, POLLO C/ARROZ","Aderezos, salsas y sopas",20,93.84,24,0.97,0.57,3.66,0.3,0.97,3,4,0,0,0,0.14,0,0,0.25,0.17,0.13,1,4,388,0.05,0,0.01,0.03,0,0,1
20061,"SOPA DESHIDRATADA,  PREP, C/AGUA, POLLO C/FIDEOS","Aderezos, salsas y sopas",20,94.16,23,0.84,0.55,3.67,0.1,0.78,2,12,0.2,0.08,0.03,0.43,0,1,0.2,0.16,0.12,4,13,229,0.08,3,0.01,0.02,6,11,1
20062,"SOPA DESHIDRATADA,  PREP, C/AGUA, POLLO C/VEGETALES","Aderezos, salsas y sopas",20,94.61,20,1.07,0.32,3.11,,0.89,6,13,0.23,0.03,0.02,0.27,1,0,0.12,0.06,0.07,1,27,322,0.08,9,0.04,0.04,0,1,1
20063,"SOPA DESHIDRATADA,  PREP, C/AGUA, RES C/FIDEO","Aderezos, salsas y sopas",20,95.32,16,0.88,0.32,2.4,0.3,1.09,2,16,0.13,0.05,0.02,0.28,0,0,0.14,0.07,0.1,1,32,415,0.04,4,0.01,0,5,10,1
20064,"SOPA DESHIDRATADA,  PREP, C/AGUA, TOMATE","Aderezos, salsas y sopas",20,89.7,39,0.93,0.9,7.32,0.2,1.16,20,25,0.16,0.02,0.02,0.29,2,17,0.34,0.09,0.41,0,111,356,0.08,5,0.04,0.03,0,3,1
20065,"SOPA DESHIDRATADA,  PREP, C/AGUA, VEGETALES Y RES","Aderezos, salsas y sopas",20,94.15,21,1.16,0.44,3.17,0.2,1.07,5,14,0.34,0.01,0.01,0.18,1,5,0.18,0.02,0.22,0,30,396,0.11,9,0.02,0.1,0,3,1
